,id,sale,rating,units,industry,product,country,return.client,contract,primary
384,3319373498,12900,4.859812404,460,environmental,Series A,Switzerland,0,0,0
385,148224764X,21995,5.393400248,296,tech,Series C,Canada,0,0,0
386,3319431846,8999,4.499698553,138,tech,Series A,Switzerland,0,0,0
387,3319298909,12900,4.859812404,208,tech,Series C,Switzerland,0,0,0
388,81003269,34200,5.834810737,634,tech,Series A,United Kingdom,0,1,0
389,9401775249,12900,4.859812404,256,tech,Series A,Netherlands,0,0,0
390,331926432X,12999,4.867457524,549,tech,Series C,Switzerland,0,0,0
391,3319349716,17900,5.187385806,412,environmental,Series A,Switzerland,0,0,0
392,3319276360,11900,4.779123493,566,environmental,Series A,Switzerland,0,0,0
393,1498754910,21594,5.375000591,625,tech,Series C,United States,1,0,0
394,691170606,7500,4.317488114,272,biotech,Series A,United States,1,0,0
395,1118449606,14900,5.003946306,830,environmental,Series A,United States,1,0,0
396,3319448358,8999,4.499698553,189,tech,Series A,Switzerland,0,0,0
397,3319278592,8999,4.499698553,677,environmental,Series B55,Switzerland,0,0,0
398,3319367234,16900,5.129898715,430,environmental,Series A,Switzerland,0,0,0
399,3319434551,12900,4.859812404,184,tech,Series A,Switzerland,0,0,0
400,3319447238,12900,4.859812404,100,tech,Series C,Switzerland,0,0,0
401,331944722X,12900,4.859812404,88,biotech,Series C,Switzerland,0,0,0
402,9811005605,17900,5.187385806,291,tech,Series A,Singapore,0,0,1
403,1483214281,8754,4.472095832,409,tech,Series C,United States,1,0,0
404,9813108312,4800,3.871201011,168,biotech,Series B55,Singapore,0,0,1
405,9813108320,2800,3.33220451,168,environmental,Series A,Singapore,0,0,1
406,9813108339,7200,4.276666119,168,tech,Series B55,Singapore,0,0,1
407,3319272063,10900,4.691347882,188,tech,Series A,Switzerland,0,0,0
408,3319274589,9900,4.59511985,262,tech,Series C,Switzerland,0,0,0
409,3319308122,12900,4.859812404,269,biotech,Series A,Switzerland,0,0,0
410,3319308130,12900,4.859812404,269,tech,Series A,Switzerland,0,0,0
411,9814669199,17994,5.192623462,329,tech,Series C,Singapore,0,0,1
412,9814745103,14995,5.010301905,387,biotech,Series C,Singapore,0,0,1
413,9814745111,14995,5.010301905,387,tech,Series C,Singapore,0,0,1
414,9811027080,9900,4.59511985,143,tech,Series A,Singapore,0,0,1
415,9462391661,8999,4.499698553,393,tech,Series A,Netherlands,0,0,0
416,9462391653,8999,4.499698553,393,biotech,Series A,Netherlands,0,0,0
417,3319275143,17900,5.187385806,220,tech,Series C,Switzerland,0,0,0
418,1107023106,12500,4.828313737,514,biotech,Series C,United Kingdom,0,1,0
419,3319434578,12900,4.859812404,216,biotech,Series C,Switzerland,0,0,0
420,3319434586,12900,4.859812404,216,tech,Series C,Switzerland,0,0,0
421,9401773246,22900,5.433722004,411,tech,Series C,Netherlands,0,0,0
422,9814704415,25200,5.529429088,728,tech,Series C,Singapore,0,0,1
423,9814704407,16800,5.123963979,680,biotech,Series C,Singapore,0,0,1
424,148225154X,21995,5.393400248,409,tech,Series B55,United States,1,0,0
425,3319334808,14900,5.003946306,554,tech,Series C,Switzerland,0,0,0
426,3319434640,12900,4.859812404,137,tech,Series A,Switzerland,0,0,0
427,3319274945,8999,4.499698553,233,biotech,Series C,Switzerland,0,0,0
428,9814745235,14995,5.010301905,351,tech,Series B55,Singapore,0,0,1
429,1351818341,11995,4.787074989,157,tech,Series C,Netherlands,0,0,0
430,9814463795,17995,5.192679035,549,tech,Series A,Singapore,0,0,1
431,3319372505,25900,5.556828062,489,environmental,Series A,Switzerland,0,0,0
432,3319483021,12900,4.859812404,112,tech,Series A,Switzerland,0,0,0
433,1471886131,21576,5.374166679,161,tech,Series C,United Kingdom,0,1,0
434,691173338,1795,2.887590115,172,environmental,Series C,United States,1,0,0
435,3319492926,12900,4.859812404,118,tech,Series A,Switzerland,0,0,0
436,3319492926,12900,4.859812404,118,tech,Series A,Switzerland,0,0,0
437,1447172841,18900,5.241747015,687,tech,Series A,United Kingdom,0,1,0
438,3319452118,12900,4.859812404,499,biotech,Series C,Switzerland,0,0,0
439,3319331639,17900,5.187385806,350,tech,Series C,Switzerland,0,0,0
440,3319227912,14900,5.003946306,413,biotech,Series C,Switzerland,0,0,0
441,3319429647,17900,5.187385806,560,tech,Series C,Switzerland,0,0,0
442,9813149442,28200,5.641907071,624,tech,Series C,Singapore,0,0,1
443,3319239384,8999,4.499698553,209,tech,Series C,Switzerland,0,0,0
444,3319441655,12900,4.859812404,381,tech,Series A,Switzerland,0,0,0
445,3319441647,12900,4.859812404,389,biotech,Series A,Switzerland,0,0,0
446,9813145501,25200,5.529429088,457,tech,Series A,Singapore,0,0,1
447,309445116,4099,3.713328135,140,tech,Series A,United States,1,0,0
448,309445108,5000,3.912023005,140,environmental,Series A,United States,1,0,0
449,3319143166,8999,4.499698553,230,tech,Series A,Switzerland,0,0,0
450,9462391718,10900,4.691347882,304,tech,Series A,Netherlands,0,0,0
451,946239170X,10900,4.691347882,304,biotech,Series A,Netherlands,0,0,0
452,9811024340,19900,5.293304825,266,tech,Series C,Singapore,0,0,1
453,9401776164,9900,4.59511985,338,tech,Series A,Netherlands,0,0,0
454,3319383272,10900,4.691347882,248,environmental,Series A,Switzerland,0,0,0
455,3319387006,12900,4.859812404,146,environmental,Series A,Switzerland,0,0,0
456,3319313568,12900,4.859812404,399,tech,Series A,Switzerland,0,0,0
457,163483321X,21000,5.347107531,328,biotech,Series A,United States,1,0,0
458,3110430584,14000,4.941642423,301,tech,Series A,Germany,0,0,0
459,331938712X,12900,4.859812404,135,environmental,Series A,Switzerland,0,0,0
460,8876425357,3999,3.688629423,226,environmental,Series A,Italy,0,0,0
461,8876425365,3999,3.688629423,226,tech,Series A,Italy,0,0,0
462,3319456040,5499,4.007151351,105,environmental,Series A,Switzerland,0,0,0
463,3319261061,17900,5.187385806,454,tech,Series A,Switzerland,0,0,0
464,331941724X,22900,5.433722004,363,tech,Series C,Switzerland,0,0,0
465,3319394711,13900,4.934473933,166,tech,Series A,Switzerland,0,0,0
466,3319345168,17900,5.187385806,522,environmental,Series A,Switzerland,0,0,0
467,1316601846,3799,3.637322967,174,environmental,Series B55,United Kingdom,0,1,0
468,9813109637,23100,5.442417711,282,tech,Series A,Singapore,0,0,1
469,9813109629,15400,5.036952602,280,biotech,Series A,Singapore,0,0,1
470,1493954563,12900,4.859812404,127,environmental,Series A,United States,1,0,0
471,3319412949,12900,4.859812404,128,tech,Series A,Switzerland,0,0,0
472,3662507617,12900,4.859812404,230,environmental,Series A,Germany,0,0,0
473,3319321455,10900,4.691347882,256,biotech,Series C,Switzerland,0,0,0
474,4431558357,12900,4.859812404,199,biotech,Series A,Japan,0,0,1
475,3319284541,12900,4.859812404,208,tech,Series C,Switzerland,0,0,0
476,3319284541,12900,4.859812404,208,tech,Series C,Switzerland,0,0,0
477,1493946617,24900,5.517452896,747,environmental,Series A,United States,1,0,0
478,1292185678,3600,3.583518938,280,tech,Series B55,United Kingdom,0,1,0
479,198352190,1348,2.601207105,128,environmental,Series B55,United Kingdom,0,1,0
480,3662516233,10900,4.691347882,296,environmental,Series A,Germany,0,0,0
481,3319444395,17900,5.187385806,232,tech,Series C,Switzerland,0,0,0
482,3319369873,12900,4.859812404,114,environmental,Series A,Switzerland,0,0,0
483,3319287923,12900,4.859812404,108,biotech,Series C,Switzerland,0,0,0
484,3662492342,246900,7.811568489,220,biotech,Series A,Germany,0,0,0
485,3319350447,12900,4.859812404,119,environmental,Series A,Switzerland,0,0,0
486,9813148756,24000,5.480638923,517,tech,Series C,Singapore,0,0,1
487,1482263149,18995,5.24676088,415,tech,Series C,Canada,0,0,0
488,3319447319,8999,4.499698553,179,biotech,Series B55,Switzerland,0,0,0
489,1634845234,11000,4.700480366,189,tech,Series A,United States,1,0,0
490,9811029636,17900,5.187385806,332,tech,Series A,Singapore,0,0,1
491,981466975X,14995,5.010301905,598,tech,Series C,Singapore,0,0,1
492,3319331787,5499,4.007151351,129,tech,Series C,Switzerland,0,0,0
493,3662524872,8999,4.499698553,231,environmental,Series A,Germany,0,0,0
494,4431562087,12900,4.859812404,269,tech,Series B55,Japan,0,0,1
495,4431562060,12900,4.859812404,269,biotech,Series B55,Japan,0,0,1
496,4431562060,12900,4.859812404,261,biotech,Series B55,Japan,0,0,1
497,4431562087,12900,4.859812404,269,tech,Series B55,Japan,0,0,1
498,1498751849,7995,4.381401439,219,tech,Series C,Switzerland,0,0,0
499,1498751849,7995,4.381401439,219,tech,Series C,Switzerland,0,0,0
500,3319283324,17900,5.187385806,403,tech,Series C,Switzerland,0,0,0
501,9814571695,16200,5.087596335,377,biotech,Series C,United States,1,0,0
502,3319352512,20900,5.342334252,603,environmental,Series A,Switzerland,0,0,0
503,198748558,12500,4.828313737,432,biotech,Series C,United Kingdom,0,1,0
504,198748566,6495,4.173617743,432,environmental,Series C,United Kingdom,0,1,0
505,052176856X,8999,4.499698553,400,biotech,Series C,United Kingdom,0,1,0
506,9814740918,25200,5.529429088,1628,tech,Series C,Singapore,0,0,1
507,128052309,29400,5.683579767,364,tech,Series A,United States,1,0,0
508,3110430606,16800,5.123963979,227,tech,Series A,Germany,0,0,0
509,1118795296,13500,4.905274778,253,tech,Series A,United Kingdom,0,1,0
510,486797295,1595,2.769458829,227,environmental,Series B55,United States,1,0,0
511,9814759090,14100,4.94875989,386,tech,Series A,Singapore,0,0,1
512,9814759082,9400,4.543294782,386,biotech,Series A,Singapore,0,0,1
513,3319259016,8999,4.499698553,186,tech,Series A,Switzerland,0,0,0
514,1848218680,9500,4.553876892,230,biotech,Series A,United Kingdom,0,1,0
515,81016271,32000,5.768320996,658,environmental,Series C,United Kingdom,0,1,0
516,128017953,24000,5.480638923,532,tech,Series A,Netherlands,0,0,0
517,3319273213,19900,5.293304825,173,tech,Series C,Switzerland,0,0,0
518,3319301373,19900,5.293304825,201,tech,Series A,Switzerland,0,0,0
519,3319301357,19900,5.293304825,201,biotech,Series A,Switzerland,0,0,0
520,691173176,2495,3.216873822,479,environmental,Series C,United States,1,0,0
521,9814713244,5800,4.060443011,342,environmental,Series C,Singapore,0,0,1
522,9814713236,11500,4.744932128,342,biotech,Series C,Singapore,0,0,1
523,3319308521,17900,5.187385806,489,tech,Series C,Switzerland,0,0,0
524,3319308513,17900,5.187385806,489,biotech,Series C,Switzerland,0,0,0
525,1612298443,4000,3.688879454,220,environmental,Series C,United States,1,0,0
526,133953149,32580,5.786283696,1378,biotech,Series A,United States,1,0,0
527,534466850,18995,5.24676088,752,biotech,Series B55,United States,1,0,0
528,534466753,21595,5.375046899,752,biotech,Series B55,United States,1,0,0
529,534467660,18995,5.24676088,848,biotech,Series B55,United States,1,0,0
530,1305259831,33695,5.819934551,1521,biotech,Series B,United States,1,0,0
531,1133939147,18995,5.24676088,1424,biotech,Series B55,United States,1,0,0
532,1305116399,18995,5.24676088,1549,biotech,Series B55,United States,1,0,0
533,1305116410,14295,4.962494919,896,biotech,Series B55,United States,1,0,0
534,1119293596,1999,2.995232149,384,environmental,Series A,United States,1,0,0
535,9813142529,8700,4.465908119,147,tech,Series B55,Singapore,0,0,1
536,3319346040,17900,5.187385806,247,environmental,Series A,Switzerland,0,0,0
537,352741309X,8500,4.442651256,323,tech,Series C,Germany,0,0,0
538,198742908,8995,4.49925396,1026,biotech,Series C,United Kingdom,0,1,0
539,1536101869,16000,5.075173815,258,tech,Series A,United States,1,0,0
540,170355519,7225,4.280132327,720,environmental,Series B55,Australia,0,0,1
541,170355527,7225,4.280132327,720,environmental,Series B55,Australia,0,0,1
542,1292066857,9131,4.514260311,1080,tech,Series B,United Kingdom,0,1,0
543,3319487752,3499,3.555062306,279,tech,Series A,Switzerland,0,0,0
544,3319473107,9900,4.59511985,155,tech,Series C,Switzerland,0,0,0
545,1536101443,23000,5.438079309,563,tech,Series C,United States,1,0,0
546,9811020191,5499,4.007151351,115,environmental,Series A,Singapore,0,0,1
547,9814745073,17994,5.192623462,325,tech,Series C,Singapore,0,0,1
548,1315341042,14995,5.010301905,325,tech,Series C,Singapore,0,0,1
549,9814745065,14995,5.010301905,325,biotech,Series C,Singapore,0,0,1
550,331932750X,3999,3.688629423,418,tech,Series A,Switzerland,0,0,0
551,366252189X,17900,5.187385806,243,environmental,Series A,Germany,0,0,0
552,3319424769,5499,4.007151351,129,tech,Series C,Switzerland,0,0,0
553,520964780,5500,4.007333185,626,tech,Series A,United States,1,0,0
554,9813200979,23700,5.468060141,423,tech,Series C,Singapore,0,0,1
555,3319320688,10900,4.691347882,341,tech,Series C,Switzerland,0,0,0
556,1498782124,13995,4.941285216,158,tech,Series C,United States,1,0,0
557,3319316095,7999,4.381901627,415,biotech,Series A2,Germany,0,0,0
558,3319377817,12900,4.859812404,236,environmental,Series A,Switzerland,0,0,0
559,9813146281,22200,5.402677382,371,tech,Series C,United States,1,0,0
560,9814669377,6995,4.247780701,194,tech,Series B55,Singapore,0,0,1
561,3319340247,19900,5.293304825,241,tech,Series A,Germany,0,0,0
562,3319369296,17900,5.187385806,382,environmental,Series A,Switzerland,0,0,0
563,444637214,26880,5.593967609,400,tech,Series A,Netherlands,0,0,0
564,3662522381,17900,5.187385806,265,environmental,Series A,Germany,0,0,0
565,366250880X,12900,4.859812404,233,environmental,Series A,Germany,0,0,0
566,3662486717,12900,4.859812404,152,biotech,Series B55,Germany,0,0,0
567,3319389874,7999,4.381901627,528,tech,Series A,Switzerland,0,0,0
568,3319289799,12900,4.859812404,198,tech,Series A,Switzerland,0,0,0
569,3110435225,21000,5.347107531,596,tech,Series C,Germany,0,0,0
570,3110435233,32100,5.771441123,596,biotech,Series C,Germany,0,0,0
571,3110442663,21000,5.347107531,596,biotech,Series C,Germany,0,0,0
572,331926902X,12900,4.859812404,517,tech,Series C,Switzerland,0,0,0
573,3319269003,12900,4.859812404,470,biotech,Series C,Switzerland,0,0,0
574,331943389X,14900,5.003946306,544,tech,Series A,Switzerland,0,0,0
575,1634855701,11473,4.742581542,368,environmental,Series A,United States,1,0,0
576,1634855744,8900,4.48863637,390,tech,Series A,United States,1,0,0
577,1498729568,21995,5.393400248,671,tech,Series B55,Canada,0,0,0
578,1498729533,21995,5.393400248,641,tech,Series B55,Canada,0,0,0
579,149872955X,21995,5.393400248,567,tech,Series B55,Canada,0,0,0
580,1498729541,21995,5.393400248,536,tech,Series B55,Canada,0,0,0
581,9814669393,11994,4.786991618,334,tech,Series B,Singapore,0,0,1
582,3319458205,17900,5.187385806,338,tech,Series A,Switzerland,0,0,0
583,3319458191,17900,5.187385806,327,biotech,Series A,Switzerland,0,0,0
584,1786341417,25200,5.529429088,499,tech,Series C,United Kingdom,0,1,0
585,1489993622,8995,4.49925396,554,environmental,Series A,United States,1,0,0
586,3319443976,12900,4.859812404,269,tech,Series A,Switzerland,0,0,0
587,9814663719,23100,5.442417711,416,tech,Series B55,United States,1,0,0
588,3319412736,12900,4.859812404,152,tech,Series A,Switzerland,0,0,0
589,3319412728,12900,4.859812404,152,biotech,Series A,Switzerland,0,0,0
590,3319412736,12900,4.859812404,152,tech,Series A,Switzerland,0,0,0
591,3319412728,12900,4.859812404,152,biotech,Series A,Switzerland,0,0,0
592,1316612813,5999,4.094177882,512,environmental,Series A,United Kingdom,0,1,0
593,444634967,36000,5.886104031,934,tech,Series B,Netherlands,0,0,0
594,9813143509,14300,4.96284463,225,tech,Series C,Singapore,0,0,1
595,9813143495,9500,4.553876892,225,biotech,Series C,Singapore,0,0,1
596,008100060X,31800,5.762051383,472,tech,Series A,United Kingdom,0,1,0
597,3319274643,12900,4.859812404,309,tech,Series A,Switzerland,0,0,0
598,3319356429,10900,4.691347882,154,environmental,Series A,Switzerland,0,0,0
599,3319494996,5499,4.007151351,121,tech,Series A,United States,1,0,0
600,3319386859,12900,4.859812404,146,environmental,Series A,Switzerland,0,0,0
601,9814733261,29700,5.693732139,714,tech,Series B55,United States,1,0,0
602,3319153854,17900,5.187385806,406,biotech,Series C,Switzerland,0,0,0
603,3319380338,18900,5.241747015,590,environmental,Series A,Switzerland,0,0,0
604,1634838149,19000,5.247024072,227,tech,Series B55,United States,1,0,0
605,3319324497,10900,4.691347882,336,tech,Series C,Switzerland,0,0,0
606,9814749265,27900,5.631211782,507,tech,Series C,Singapore,0,0,1
607,1317064933,18360,5.212759478,296,tech,Series C,United Kingdom,0,1,0
608,3319246062,20900,5.342334252,454,tech,Series A2,Switzerland,0,0,0
609,3319246046,20900,5.342334252,454,biotech,Series A2,Switzerland,0,0,0
610,3319284118,10900,4.691347882,256,biotech,Series C,Switzerland,0,0,0
611,3319284126,10900,4.691347882,256,tech,Series C,Switzerland,0,0,0
612,3319284126,10900,4.691347882,256,tech,Series C,Switzerland,0,0,0
613,3319490796,12900,4.859812404,251,tech,Series A,Switzerland,0,0,0
614,311043251X,16800,5.123963979,292,tech,Series C,Germany,0,0,0
615,3319346180,12900,4.859812404,118,environmental,Series A,Switzerland,0,0,0
616,1613532229,14900,5.003946306,764,tech,Series B55,United States,1,0,0
617,1613532210,14900,5.003946306,764,biotech,Series B55,United States,1,0,0
618,3319417452,2999,3.400863993,170,tech,Series C,Switzerland,0,0,0
619,3319417444,2999,3.400863993,161,environmental,Series C,Switzerland,0,0,0
620,3319417452,2999,3.400863993,170,tech,Series C,Switzerland,0,0,0
621,331944218X,12900,4.859812404,183,tech,Series A,Switzerland,0,0,0
622,3319410458,12900,4.859812404,325,tech,Series C,Switzerland,0,0,0
623,331941044X,12900,4.859812404,322,biotech,Series C,Switzerland,0,0,0
624,3319410504,12900,4.859812404,288,biotech,Series C,Switzerland,0,0,0
625,3319410512,12900,4.859812404,288,tech,Series C,Switzerland,0,0,0
626,3319444530,12900,4.859812404,341,tech,Series A,Switzerland,0,0,0
627,3319264915,11900,4.779123493,230,tech,Series A2,Switzerland,0,0,0
628,3319404369,19900,5.293304825,341,tech,Series C,Switzerland,0,0,0
629,3319357115,12900,4.859812404,134,environmental,Series A,Switzerland,0,0,0
630,128030313,15000,5.010635294,448,tech,Series A,Netherlands,0,0,0
631,3319300660,5499,4.007151351,106,tech,Series A,Switzerland,0,0,0
632,3319300660,5499,4.007151351,106,tech,Series A,Switzerland,0,0,0
633,3319300652,5499,4.007151351,106,environmental,Series A,Switzerland,0,0,0
634,3319404903,17900,5.187385806,364,tech,Series C,Switzerland,0,0,0
635,3319404903,17900,5.187385806,364,tech,Series C,Switzerland,0,0,0
636,486797368,2295,3.133317937,369,environmental,Series C,United States,1,0,0
637,4431556362,12900,4.859812404,141,tech,Series C,Japan,0,0,1
638,1498708277,23995,5.480430568,590,tech,Delta,United States,1,0,0
639,9814669776,17995,5.192679035,522,tech,Series A,Singapore,0,0,1
640,3319379895,10900,4.691347882,263,environmental,Series A,Switzerland,0,0,0
641,3319375881,12900,4.859812404,434,environmental,Series A,Switzerland,0,0,0
642,77600959,5733,4.048824047,208,environmental,Series B55,United States,1,0,0
643,1536102040,10597,4.663156035,168,environmental,Series C,United States,1,0,0
644,1536102210,8200,4.406719247,168,tech,Series C,United States,1,0,0
645,128052120,32880,5.795449663,210,tech,Series A,Netherlands,0,0,0
646,1634849671,19000,5.247024072,315,tech,Series C,United States,1,0,0
647,9402406751,19900,5.293304825,136,environmental,Series A,Netherlands,0,0,0
648,3319192795,12900,4.859812404,332,tech,Series C,Switzerland,0,0,0
649,3319392468,9900,4.59511985,203,tech,Series A,Switzerland,0,0,0
650,3319278142,3999,3.688629423,315,tech,Series C,Switzerland,0,0,0
651,3319278142,3999,3.688629423,315,tech,Series C,Switzerland,0,0,0
652,3662520834,9900,4.59511985,784,environmental,Series A,Germany,0,0,0
653,1944534385,1995,2.993229143,263,tech,Series B55,United States,1,0,0
654,1942270720,4995,3.911022505,314,environmental,Series B55,United States,1,0,0
655,3319252720,5999,4.094177882,476,environmental,Series C,Switzerland,0,0,0
656,3319335367,12900,4.859812404,137,tech,Series C,Switzerland,0,0,0
657,3319335359,12900,4.859812404,129,biotech,Series C,Switzerland,0,0,0
658,3319412310,12900,4.859812404,239,tech,Series C,Switzerland,0,0,0
659,3319412302,12900,4.859812404,239,biotech,Series C,Switzerland,0,0,0
660,3319387030,12900,4.859812404,80,environmental,Series A,Switzerland,0,0,0
661,9814733504,16200,5.087596335,470,biotech,Series B55,Singapore,0,0,1
662,3319310429,3999,3.688629423,514,tech,Series A,Switzerland,0,0,0
663,3319310429,3999,3.688629423,514,tech,Series A,Switzerland,0,0,0
664,3319442937,12900,4.859812404,234,tech,Series C,Switzerland,0,0,0
665,4431564144,8999,4.499698553,289,environmental,Series A,Japan,0,0,1
666,331942338X,6999,4.248352375,172,environmental,Series C,Switzerland,0,0,0
667,3319412124,12900,4.859812404,164,biotech,Series C,Switzerland,0,0,0
668,3319412256,12900,4.859812404,156,tech,Series C,Switzerland,0,0,0
669,3319412248,12900,4.859812404,146,biotech,Series C,Switzerland,0,0,0
670,198743734,6995,4.247780701,320,biotech,Series A,United Kingdom,0,1,0
671,191061425,8640,4.458987676,319,tech,Series A,United Kingdom,0,1,0
672,3319445367,7999,4.381901627,468,biotech,Series C,Switzerland,0,0,0
673,3662528673,12900,4.859812404,179,tech,Series C,Germany,0,0,0
674,3662528657,12900,4.859812404,179,biotech,Series C,Germany,0,0,0
675,3319373854,12900,4.859812404,100,environmental,Series A,Switzerland,0,0,0
676,3319395025,18900,5.241747015,728,tech,Series A,Switzerland,0,0,0
677,3319314386,12900,4.859812404,224,tech,Series A,Switzerland,0,0,0
678,3319314378,12900,4.859812404,224,biotech,Series A,Switzerland,0,0,0
679,3658118113,7999,4.381901627,172,tech,Series A,Netherlands,0,0,0
680,128034483,15600,5.049856007,224,tech,Series C,Netherlands,0,0,0
681,3662505932,17900,5.187385806,302,environmental,Series A,Germany,0,0,0
682,3319336959,12900,4.859812404,234,biotech,Series A,Switzerland,0,0,0
683,134110641,3040,3.414442608,194,environmental,Series B55,United States,1,0,0
684,134110633,3040,3.414442608,168,environmental,Series B55,United States,1,0,0
685,134110609,3040,3.414442608,72,environmental,Series B55,United States,1,0,0
686,134083164,10120,4.617098757,432,environmental,Series B55,United States,1,0,0
687,134083156,9100,4.510859507,384,environmental,Series B55,United States,1,0,0
688,3319328484,17900,5.187385806,484,tech,Series A,Switzerland,0,0,0
689,3319328484,17900,5.187385806,484,tech,Series A,Switzerland,0,0,0
690,3319328468,17900,5.187385806,484,biotech,Series A,Switzerland,0,0,0
691,9814733083,15300,5.030437921,248,tech,Series A,Singapore,0,0,1
692,9811013985,9900,4.59511985,91,tech,Series C,Singapore,0,0,1
693,9813148470,3900,3.663561646,135,tech,Series C,Singapore,0,0,1
694,163484744X,14173,4.953923839,183,biotech,Series A,United States,1,0,0
695,1634847717,11000,4.700480366,183,tech,Series A,United States,1,0,0
696,3662491680,8999,4.499698553,374,environmental,Series A,Germany,0,0,0
697,3319285106,3499,3.555062306,190,tech,Series C,Switzerland,0,0,0
698,3319285084,3499,3.555062306,200,environmental,Series C,Switzerland,0,0,0
699,9811025916,12900,4.859812404,305,tech,Series C,Singapore,0,0,1
700,9811025908,12900,4.859812404,305,biotech,Series C,Singapore,0,0,1
701,3319378570,9900,4.59511985,79,environmental,Series A,Switzerland,0,0,0
702,1498701175,13995,4.941285216,283,tech,Series B55,United States,1,0,0
703,9814740365,16600,5.111987788,315,biotech,Series C,Singapore,0,0,1
704,3319281895,12900,4.859812404,391,tech,Series C,Switzerland,0,0,0
705,3319445472,12900,4.859812404,180,tech,Series C,Switzerland,0,0,0
706,3662513374,12900,4.859812404,112,environmental,Series A,Germany,0,0,0
707,3319369105,12900,4.859812404,201,environmental,Series A,Switzerland,0,0,0
708,3662520540,17900,5.187385806,318,environmental,Series A,Germany,0,0,0
709,3319313525,16900,5.129898715,257,tech,Series C,Switzerland,0,0,0
710,3319313517,16900,5.129898715,257,biotech,Series C,Switzerland,0,0,0
711,3319313517,16900,5.129898715,257,biotech,Series C,Switzerland,0,0,0
712,3319401289,8999,4.499698553,358,biotech,Series B,Switzerland,0,0,0
713,3319401076,9900,4.59511985,542,biotech,Series B,Germany,0,0,0
714,9811029482,12900,4.859812404,248,tech,Series A,United States,1,0,0
715,3319437216,17900,5.187385806,507,tech,Series C,Switzerland,0,0,0
716,331923627X,17900,5.187385806,539,tech,Series A,Switzerland,0,0,0
717,3319236261,17900,5.187385806,539,biotech,Series A,Switzerland,0,0,0
718,331937754X,12900,4.859812404,215,environmental,Series A,Switzerland,0,0,0
719,9814749206,27900,5.631211782,569,tech,Series C,Singapore,0,0,1
720,9814749192,18600,5.225746674,569,biotech,Series C,Singapore,0,0,1
721,1848218702,11000,4.700480366,142,biotech,Series A,United Kingdom,0,1,0
722,9402401997,25900,5.556828062,341,environmental,Series A,Netherlands,0,0,0
723,1447169565,15900,5.068904202,418,environmental,Series A,United Kingdom,0,1,0
724,3319265423,16900,5.129898715,442,tech,Series A,Switzerland,0,0,0
725,9004315632,22300,5.407171771,595,tech,Series B55,Netherlands,0,0,0
726,1107572568,7999,4.381901627,450,environmental,Series B,United Kingdom,0,1,0
727,3662517329,11900,4.779123493,609,environmental,Series A,Germany,0,0,0
728,3319253018,12900,4.859812404,249,tech,Series A,Switzerland,0,0,0
729,3319400053,12900,4.859812404,172,tech,Series A,Switzerland,0,0,0
730,3319400045,12900,4.859812404,172,biotech,Series A,Switzerland,0,0,0
731,3319378279,12900,4.859812404,127,environmental,Series A,Switzerland,0,0,0
732,3319374966,12900,4.859812404,148,environmental,Series A,Switzerland,0,0,0
733,1783268581,17700,5.176149733,451,tech,Series A,United Kingdom,0,1,0
734,1441982906,17900,5.187385806,277,biotech,Series A2,United States,1,0,0
735,3319349805,12900,4.859812404,125,environmental,Series C,Switzerland,0,0,0
736,1400882745,6895,4.233381604,319,tech,Series C,United States,1,0,0
737,3319274953,8999,4.499698553,253,tech,Series C,Switzerland,0,0,0
738,331943604X,12900,4.859812404,252,tech,Series C,Switzerland,0,0,0
739,3319271814,12900,4.859812404,160,biotech,Series A,Switzerland,0,0,0
740,3319410474,12900,4.859812404,156,biotech,Series A,Switzerland,0,0,0
741,3319410482,12900,4.859812404,161,tech,Series A,Switzerland,0,0,0
742,3319373560,17900,5.187385806,379,environmental,Series A,Switzerland,0,0,0
743,9814669598,17995,5.192679035,528,tech,Series A,United States,1,0,0
744,3319276190,3999,3.688629423,227,tech,Series C,Switzerland,0,0,0
745,3319276182,3999,3.688629423,227,environmental,Series C,Switzerland,0,0,0
746,3319256335,22900,5.433722004,728,tech,Series C,Switzerland,0,0,0
747,178634145X,16200,5.087596335,300,tech,Series C,Singapore,0,0,1
748,3319261274,9900,4.59511985,194,tech,Series A,Switzerland,0,0,0
749,3319261274,9900,4.59511985,194,tech,Series A,Switzerland,0,0,0
750,044463858X,27000,5.598421959,468,tech,Series A,Netherlands,0,0,0
751,3319461435,12900,4.859812404,279,tech,Series A,Switzerland,0,0,0
752,3319193309,19900,5.293304825,296,tech,Series C,Switzerland,0,0,0
753,3319193295,19900,5.293304825,296,biotech,Series C,Switzerland,0,0,0
754,813222969X,12900,4.859812404,188,environmental,Series A,India,0,0,1
755,3319355872,14900,5.003946306,643,environmental,Series A,Switzerland,0,0,0
756,3319243799,13900,4.934473933,197,tech,Series A,Switzerland,0,0,0
757,3319447513,12900,4.859812404,241,tech,Series A13,"Switzerland, Switzerland",0,0,0
758,3319447513,12900,4.859812404,241,tech,Series A13,"Switzerland, Switzerland",0,0,0
759,3319469371,3499,3.555062306,209,tech,Series A,Switzerland,0,0,0
760,128044977,11994,4.786991618,352,tech,Series C,Netherlands,0,0,0
761,1119347599,13800,4.927253685,220,tech,Series C,United Kingdom,0,1,0
762,3319444565,12900,4.859812404,441,tech,Series A,Switzerland,0,0,0
